id,lon,lat,polarity
1825,-4.440114,55.847258,positive
1827,-3.435973,55.378051,negative
1830,-104.5229281,33.3945681,negative
1832,-5.9220489,54.5958552,negative
1833,-2.2426305,53.4807593,positive
1834,-2.3488983,53.3869046,negative
1836,-1.7850351,53.645792,positive
1837,-3.435973,55.378051,neutral
1844,-4.2026458,56.4906712,positive
1845,-1.465382,52.520489,negative
1846,-0.1277583,51.5073509,positive
1849,-5.9614543,54.5924089,positive
1850,13.404954,52.5200066,positive
1852,-2.58791,51.454513,positive
1853,-74.1744624,40.6895314,negative
1854,-2.970721,56.462018,positive
1855,-2.7334793,53.3612704,positive
1856,-0.570409,51.23622,negative
1857,-76.5835621,36.7282054,positive
1860,0.891874,51.895927,negative
1862,-2.7418102,55.5957156,negative
1870,-4.2026458,56.4906712,positive
1871,37.6172999,55.755826,negative
1875,-111.9546641,41.3110532,negative
1879,-0.1277583,51.5073509,negative
1885,-3.188267,55.953252,positive
1891,-98.4170523,29.5170728,positive
1893,-4.2026458,56.4906712,positive
1894,-122.4194155,37.7749295,neutral
1896,0.2388661,51.8860181,negative
1897,-1.0872979,53.9599651,positive
1898,-0.1277583,51.5073509,positive
1900,0.121817,52.205337,neutral
1901,-2.6103158,53.2326344,negative
1907,-3.188267,55.953252,negative
1908,-0.1277583,51.5073509,positive
1913,-2.3488983,53.3869046,positive
1915,13.404954,52.5200066,neutral
1917,-0.1277583,51.5073509,positive
1919,-0.0558167,51.6067622,positive
1920,0.121817,52.205337,negative
1921,-0.7504882,51.6273714,positive
1922,-0.1277583,51.5073509,positive
1923,-1.1743197,52.3555177,negative
1924,-0.2376744,51.8097823,positive
1926,-2.7044052,53.7632254,positive
1927,-0.128701,50.954469,negative
1928,-3.435973,55.378051,negative
1929,-1.1743197,52.3555177,positive
1935,2.3522219,48.856614,positive
1939,-0.137047,50.8226288,positive
1940,-3.053918,55.941941,negative
1942,-3.188267,55.953252,positive
1943,-4.251806,55.864237,negative
1947,13.5480642,47.8708161,negative
1949,-0.137163,50.82253,negative
1953,-84.611648,33.9992246,positive
1954,2.3522219,48.856614,positive
1956,-1.147281,52.950309,negative
1957,-3.188267,55.953252,positive
1960,-2.457621,50.6144279,negative
1963,-4.2026458,56.4906712,positive
1964,-1.1241098,52.6366791,positive
1965,-4.464719,50.45552,positive
1966,-0.339436,51.752725,negative
1968,-2.2426305,53.4807593,negative
1969,-3.1495175,56.2082078,negative
1970,-4.440114,55.847258,negative
1971,-97.5587634,35.6129226,positive
1975,-3.188267,55.953252,negative
1976,-4.404774,55.900099,neutral
1979,-4.251806,55.864237,negative
1980,-4.164891,55.820982,negative
1982,77.2090212,28.6139391,positive
1983,-94.3296188,35.9941087,positive
1985,1.14822,52.056736,positive
1988,144.9630576,-37.8136276,positive
1989,-1.759398,53.795984,positive
1991,2.3522219,48.856614,positive
